predicted,truth,output,top,path
6,9,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094007849693298,2024-12-20-15-16-09/SITE802_ORNT315_VIS10+mi.png
6,8,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0999, 0.1001, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094007849693298,2024-05-28-11-05-32/SITE480_ORNT140_VIS9mi.png
6,9,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094191133975983,2025-03-26-14-35-40/SITE570_ORNT52_VIS10+mi.png
6,6,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009306088089943,2024-07-24-16-43-44/SITE747_ORNT315_VIS7mi.png
6,4,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10095681995153427,2024-05-21-12-02-34/SITE219_ORNT160_VIS5mi.png
6,2,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094094276428223,2024-07-29-16-41-43/SITE229_ORNT18_VIS3mi.png
6,5,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10096204280853271,2024-07-14-10-21-23/SITE12_ORNT200_VIS6mi.png
6,0,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10091675072908401,2024-04-25-17-48-06/SITE399_ORNT45_VIS1-25mi.png
6,4,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10096539556980133,2025-01-28-16-10-28/SITE25_ORNT225_VIS5mi.png
6,3,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094615072011948,2025-03-15-15-41-34/SITE601_ORNT250_VIS4mi.png
6,1,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10092838853597641,2024-07-02-10-19-43/SITE747_ORNT315_VIS2-5mi.png
6,5,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094814002513885,2024-10-14-13-08-27/SITE7_ORNT312_VIS6mi.png
6,4,"[0.1006, 0.1000, 0.0997, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10092592239379883,2024-07-25-18-03-52/SITE21_ORNT125_VIS5mi.png
6,3,"[0.1006, 0.1000, 0.0997, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10092117637395859,2024-10-07-14-17-08/SITE747_ORNT255_VIS4mi.png
6,9,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009385958313942,2024-12-10-14-08-09/SITE19_ORNT325_VIS10+mi.png
6,5,"[0.1006, 0.1000, 0.0997, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093097388744354,2025-01-17-15-10-02/SITE22_ORNT285_VIS6mi.png
6,4,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0999, 0.1002, 0.1009, 0.0998, 0.0993, 0.0999]",0.10092062503099442,2024-05-27-19-19-47/SITE490_ORNT280_VIS5mi.png
6,5,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10096043348312378,2024-08-02-10-36-13/SITE262_ORNT290_VIS6mi.png
6,2,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009458601474762,2025-01-28-16-10-28/SITE437_ORNT110_VIS3mi.png
6,3,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10095557570457458,2024-06-06-17-01-51/SITE620_ORNT225_VIS4mi.png
6,9,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10092494636774063,2025-04-16-13-54-24/SITE100_ORNT65_VIS10+mi.png
6,4,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0999, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009281724691391,2024-07-22-20-17-56/SITE522_ORNT90_VIS5mi.png
6,9,"[0.1006, 0.1000, 0.0996, 0.0999, 0.0998, 0.1001, 0.1010, 0.0999, 0.0992, 0.0999]",0.10095630586147308,2025-02-12-14-37-35/SITE14_ORNT195_VIS10+mi.png
6,7,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10094087570905685,2024-07-25-18-03-52/SITE420_ORNT275_VIS8mi.png
6,1,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009407564997673,2025-03-01-18-07-41/SITE207_ORNT120_VIS2mi.png
6,4,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.10093563795089722,2024-05-23-15-19-49/SITE13_ORNT185_VIS5mi.png
6,3,"[0.1005, 0.1000, 0.0996, 0.0999, 0.0998, 0.1002, 0.1009, 0.0999, 0.0992, 0.0999]",0.1009489893913269,2025-03-31-13-29-12/SITE602_ORNT270_VIS4mi.png
