site_id,n_total,n_train,n_val,n_test,best_epoch,epochs_trained,accuracy,accuracy_within_2,R2,MAE_visibility,RMSE_visibility,train_loss,val_loss,test_loss,epoch
SITE40,95,57,13,25,2,17,0.2800000011920929,0.6399999856948853,-0.728826642036438,2.0,2.668332815170288,1.8716689944267273,1.9625717401504517,2.0268927812576294,2
SITE41,132,72,25,35,2,17,0.2571428716182709,0.5714285969734192,-0.9966833591461182,2.2857143878936768,3.1350553035736084,1.9821033477783203,1.9978150129318237,1.98371688524882,2
SITE42,36,22,4,10,10,25,0.30000001192092896,0.5,-4.1674652099609375,2.5999999046325684,3.2863354682922363,1.115708351135254,0.6996158957481384,2.2842042446136475,10
SITE43,73,43,9,21,1,16,0.095238097012043,0.380952388048172,-2.2708141803741455,3.3809523582458496,3.982102870941162,2.226237495740255,2.358289957046509,2.1967488527297974,1
SITE45,86,46,10,30,1,16,0.20000000298023224,0.6666666865348816,-0.5541220903396606,2.2333333492279053,2.926886796951294,2.000448783238729,2.372175693511963,2.03761225938797,1
SITE48,56,30,8,18,8,23,0.2777777910232544,0.8888888955116272,0.4504607915878296,1.3888888359069824,1.7159383296966553,1.6460368037223816,2.0376977920532227,1.6763705015182495,8
SITE49,33,21,5,7,1,16,0.2857142984867096,0.7142857313156128,-2.292079448699951,2.4285714626312256,3.6839418411254883,2.234378457069397,2.1820340156555176,2.199712038040161,1
SITE50,32,17,2,13,38,53,0.38461539149284363,0.6153846383094788,0.17543858289718628,1.8461538553237915,2.689008951187134,0.3569108977098949,0.053107328712940216,1.3078676462173462,38
SITE53,53,30,6,17,1,16,0.3529411852359772,0.5882353186607361,0.10188668966293335,1.6470588445663452,2.2228755950927734,1.951931118965149,2.1521413326263428,2.0419334173202515,1
SITE58,79,44,11,24,1,16,0.125,0.5833333134651184,-0.46632564067840576,2.4583332538604736,2.9930474758148193,2.160872141520182,2.4702515602111816,2.222750663757324,1
SITE59,43,21,7,15,1,16,0.3333333432674408,0.46666666865348816,-1.4033668041229248,3.0,4.139243125915527,2.170146346092224,2.0351479053497314,1.964064598083496,1
